domain;phylum;className;order;family;genus;COLA1;COLB1;N2A;N2B;N3C1;N1C
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophothermus;5;16;10;11;9;7
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;8;39;33;25;20;18
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Siphoviridae;T1-like viruses;1;2;0;0;0;0
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Myoviridae;T4-like viruses;3;6;7;12;9;1
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Podoviridae;T7-like viruses;0;2;0;4;0;0
Eukaryota;Chordata;Aves;Passeriformes;Estrildidae;Taeniopygia;16;182;6;19;52;77
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;10;25;8;17;12;24
Eukaryota;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;0;0;0;0;0;5
Eukaryota;Chordata;unclassified (derived from Chordata);Squamata;Gekkonidae;Teratoscincus;0;0;0;0;0;1
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;unclassified (derived from Alteromonadales);Teredinibacter;10;39;68;18;4;9
Bacteria;Acidobacteria;Acidobacteria (class);Acidobacteriales;Acidobacteriaceae;Terriglobus;2;17;5;13;4;9
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus;2;9;0;1;2;0
Eukaryota;unclassified (derived from Eukaryota);Oligohymenophorea;Hymenostomatida;Tetrahymenidae;Tetrahymena;4;19;2;7;10;12
Eukaryota;Bacillariophyta;Coscinodiscophyceae;unclassified (derived from Coscinodiscophyceae);Thalassiosiraceae;Thalassiosira;3;8;0;3;2;2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobium;2;5;8;3;4;3
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Thauera;94;94;118;95;25;43
Eukaryota;Apicomplexa;Aconoidasida;unclassified (derived from Aconoidasida);Theileriidae;Theileria;2;4;0;0;1;1
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Malvales;Malvaceae;Theobroma;36;1;6;5;1;2
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;10;32;15;31;36;17
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio;7;34;2;14;16;16
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Thermincola;14;28;3;35;18;20
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;67;156;16;154;96;87
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermoanaerobacterium;79;72;3;48;29;11
Bacteria;unclassified (derived from Bacteria);unclassified (derived from Bacteria);unclassified (derived from Bacteria);unclassified (derived from Bacteria);Thermobaculum;10;24;29;22;29;13
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Nocardiopsaceae;Thermobifida;71;701;129;229;394;496
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Pseudonocardiaceae;Thermobispora;46;394;68;97;164;219
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;4;43;8;17;13;36
Bacteria;Aquificae;Aquificae (class);Aquificales;Aquificaceae;Thermocrinis;0;8;1;6;2;4
Bacteria;Nitrospirae;Nitrospira (class);Nitrospirales;Nitrospiraceae;Thermodesulfovibrio;6;14;9;8;10;2
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;4;1;4;2;1;3
Bacteria;Chloroflexi;Thermomicrobia (class);Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;3;24;15;6;9;11
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Thermomonosporaceae;Thermomonospora;39;230;70;147;167;200
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma;0;11;1;5;1;6
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermosediminibacter;13;36;1;38;16;12
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;6;51;15;53;32;20
Bacteria;Thermotogae;Thermotogae (class);Thermotogales;Thermotogaceae;Thermosipho;9;44;4;22;11;14
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermosphaera;0;0;0;2;0;0
Bacteria;Cyanobacteria;unclassified (derived from Cyanobacteria);Chroococcales;unclassified (derived from Chroococcales);Thermosynechococcus;7;21;8;13;20;9
Bacteria;Thermotogae;Thermotogae (class);Thermotogales;Thermotogaceae;Thermotoga;22;132;43;66;58;64
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;37;87;63;45;14;40
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Papillomaviridae;Thetapapillomavirus;0;1;0;0;0;0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;32;117;386;179;30;20
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Thiobacillus;11;59;47;73;22;34
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Thiomicrospira;3;34;34;20;9;10
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified (derived from Burkholderiales);Thiomonas;12;41;43;79;27;19
Eukaryota;Arthropoda;Insecta;Thysanoptera;Thripidae;Thrips;0;2;0;0;0;0
Eukaryota;Basidiomycota;Exobasidiomycetes;Tilletiales;Tilletiaceae;Tilletia;21;116;9;81;35;85
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas;5;19;35;23;8;17
Eukaryota;Apicomplexa;Coccidia;Eucoccidiorida;Sarcocystidae;Toxoplasma;1273;1118;612;637;1564;1783
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Asterales;Campanulaceae;Trachelium;9;0;1;1;0;1
Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Tragopan;0;0;0;0;1;0
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Coriolaceae;Trametes;4;22;1;15;2;17
Bacteria;Spirochaetes;Spirochaetes (class);Spirochaetales;Spirochaetaceae;Treponema;46;330;21;131;118;153
Eukaryota;Arthropoda;Insecta;Coleoptera;Tenebrionidae;Tribolium;4;451;42;5;2;2
Bacteria;Cyanobacteria;unclassified (derived from Cyanobacteria);Oscillatoriales;unclassified (derived from Oscillatoriales);Trichodesmium;6;23;9;14;10;19
Eukaryota;unclassified (derived from Eukaryota);unclassified (derived from Eukaryota);Trichomonadida;Trichomonadidae;Trichomonas;3;18;2;22;17;26
Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Trichophyton;5;7;2;1;2;4
Eukaryota;Placozoa;unclassified (derived from Placozoa);unclassified (derived from Placozoa);unclassified (derived from Placozoa);Trichoplax;0;95;1;3;5;6
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Fabales;Fabaceae;Trifolium;65;1;3;1;1;5
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Triticum;2;8;3;10;1;7
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;unclassified (derived from Actinomycetales);Tropheryma;7;81;12;17;28;51
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;10;24;24;29;17;17
Eukaryota;unclassified (derived from Eukaryota);unclassified (derived from Eukaryota);Kinetoplastida;Trypanosomatidae;Trypanosoma;3;10;0;5;5;5
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Tsukamurellaceae;Tsukamurella;219;1093;109;284;526;778
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;4;23;1;7;9;22
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;10;22;2;59;7;5
Eukaryota;Streptophyta;Liliopsida;Poales;Typhaceae;Typha;0;1;0;5;1;3
Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Uncinocarpus;5;9;3;6;7;9
Eukaryota;Arthropoda;Arachnida;unclassified (derived from Arachnida);Unionicolidae;Unionicola;0;0;0;0;0;1
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Ureaplasma;3;44;4;22;8;11
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;511;5421;575;1733;1680;4288
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma;0;12;1;8;21;12
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Herpesvirales;Herpesviridae;Varicellovirus;0;1;1;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;38;118;122;257;56;48
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;847;7655;328;4255;2830;2669
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Verminephrobacter;34;191;151;261;73;79
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;6;10;12;11;4;7
Eukaryota;Ascomycota;Sordariomycetes;Phyllachorales;unclassified (derived from Phyllachorales);Verticillium;25;21;7;42;14;10
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;103;415;189;209;115;189
Bacteria;Lentisphaerae;unclassified (derived from Lentisphaerae);unclassified (derived from Lentisphaerae);Victivallaceae;Victivallis;0;19;7;10;14;4
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Fabales;Fabaceae;Vigna;0;5;0;1;0;4
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Vitales;Vitaceae;Vitis;574;363;427;764;65;219
Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Volvox;17;40;10;13;34;34
Eukaryota;Chordata;Mammalia;Diprotodontia;Vombatidae;Vombatus;0;0;0;1;0;0
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;0;0;0;1;0;1
Bacteria;Chlamydiae;Chlamydiae (class);Chlamydiales;Waddliaceae;Waddlia;2;8;2;3;0;5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;11;21;2;8;5;7
Eukaryota;Streptophyta;Gnetopsida;Welwitschiales;Welwitschiaceae;Welwitschia;1;0;1;0;0;1
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Westerdykella;0;0;0;3;0;0
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Nimaviridae;Whispovirus;1;0;0;0;0;0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Wigglesworthia;1;2;0;0;0;2
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;0;14;353;13;2;5
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Wolinella;7;28;2;26;17;10
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;27;136;91;96;117;56
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;393;6125;889;3294;1870;698
Eukaryota;Chordata;Amphibia;Anura;Pipidae;Xenopus;22;535;52;143;35;49
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Xenorhabdus;11;59;23;22;17;21
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Promicromonosporaceae;Xylanimonas;102;561;97;190;412;426
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella;31;127;133;140;46;58
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia;20;126;19;53;67;109
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;101;705;194;188;158;590
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Zea;11;7;2;6;1;3
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Zunongwangia;3;61;11;39;29;19
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;1;7;2;4;14;10
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;9;64;29;38;39;45
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Siphoviridae;c2-like viruses;0;9;0;3;13;8
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Podoviridae;phiKMV-like viruses;1;3;2;4;0;0
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Myoviridae;phiKZ-like viruses;0;0;0;2;0;0
Bacteria;Actinobacteria;Actinobacteria (class);unclassified (derived from Actinobacteria (class));unclassified (derived from Actinobacteria (class));unclassified (derived from Actinobacteria (class));78;382;120;141;259;229
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;unclassified (derived from Alicyclobacillaceae);44;26;10;33;19;7
Bacteria;Proteobacteria;Alphaproteobacteria;unclassified (derived from Alphaproteobacteria);unclassified (derived from Alphaproteobacteria);unclassified (derived from Alphaproteobacteria);8;21;28;22;17;9
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;unclassified (derived from Alteromonadales);unclassified (derived from Alteromonadales);2;18;10;5;6;2
Bacteria;unclassified (derived from Bacteria);unclassified (derived from Bacteria);unclassified (derived from Bacteria);unclassified (derived from Bacteria);unclassified (derived from Bacteria);219;1552;98;206;348;715
Bacteria;Bacteroidetes;unclassified (derived from Bacteroidetes);unclassified (derived from Bacteroidetes);unclassified (derived from Bacteroidetes);unclassified (derived from Bacteroidetes);23;988;6;38;53;129
Bacteria;Proteobacteria;Betaproteobacteria;unclassified (derived from Betaproteobacteria);unclassified (derived from Betaproteobacteria);unclassified (derived from Betaproteobacteria);1;1;1;3;2;3
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified (derived from Burkholderiales);unclassified (derived from Burkholderiales);4;46;6;101;95;26
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;unclassified (derived from Campylobacterales);unclassified (derived from Campylobacterales);1;4;1;2;0;0
Bacteria;Candidatus Poribacteria;unclassified (derived from Candidatus Poribacteria);unclassified (derived from Candidatus Poribacteria);unclassified (derived from Candidatus Poribacteria);unclassified (derived from Candidatus Poribacteria);0;4;1;0;3;0
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;unclassified (derived from Caudovirales);unclassified (derived from Caudovirales);3;9;2;49;5;4
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Caulimoviridae;unclassified (derived from Caulimoviridae);0;0;1;0;0;0
Bacteria;Cyanobacteria;unclassified (derived from Cyanobacteria);Chroococcales;unclassified (derived from Chroococcales);unclassified (derived from Chroococcales);0;6;1;2;0;1
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;unclassified (derived from Clostridiales Family XI. Incertae Sedis);30;255;13;41;48;119
Bacteria;Firmicutes;Clostridia;Clostridiales;unclassified (derived from Clostridiales);unclassified (derived from Clostridiales);26;511;136;258;144;93
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified (derived from Deltaproteobacteria);unclassified (derived from Deltaproteobacteria);unclassified (derived from Deltaproteobacteria);2;14;22;17;6;6
Bacteria;Elusimicrobia;unclassified (derived from Elusimicrobia);unclassified (derived from Elusimicrobia);unclassified (derived from Elusimicrobia);unclassified (derived from Elusimicrobia);1;8;0;7;3;3
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;unclassified (derived from Erysipelotrichaceae);39;386;8;342;205;53
Archaea;Euryarchaeota;unclassified (derived from Euryarchaeota);unclassified (derived from Euryarchaeota);unclassified (derived from Euryarchaeota);unclassified (derived from Euryarchaeota);8;18;8;7;9;6
Bacteria;Bacteroidetes;Flavobacteria;unclassified (derived from Flavobacteria);unclassified (derived from Flavobacteria);unclassified (derived from Flavobacteria);11;71;18;70;32;19
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;unclassified (derived from Flavobacteriaceae);145;598;172;953;63;84
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;unclassified (derived from Flavobacteriales);unclassified (derived from Flavobacteriales);17;73;12;54;19;13
Bacteria;Proteobacteria;Gammaproteobacteria;unclassified (derived from Gammaproteobacteria);unclassified (derived from Gammaproteobacteria);unclassified (derived from Gammaproteobacteria);34;143;330;185;36;39
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified (derived from Lachnospiraceae);18;257;5;270;153;50
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;unclassified (derived from Methylophilales);unclassified (derived from Methylophilales);1;2;5;0;2;2
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Mononegavirales;unclassified (derived from Mononegavirales);unclassified (derived from Mononegavirales);0;0;0;0;0;1
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Myoviridae;unclassified (derived from Myoviridae);7;53;8;32;16;11
Bacteria;Verrucomicrobia;Opitutae;unclassified (derived from Opitutae);Opitutaceae;unclassified (derived from Opitutaceae);2;6;2;8;4;3
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Papillomaviridae;unclassified (derived from Papillomaviridae);0;2;0;0;3;1
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Podoviridae;unclassified (derived from Podoviridae);3;28;13;7;24;14
Bacteria;Proteobacteria;unclassified (derived from Proteobacteria);unclassified (derived from Proteobacteria);unclassified (derived from Proteobacteria);unclassified (derived from Proteobacteria);1;1;0;1;3;0
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Retroviridae;unclassified (derived from Retroviridae);0;1;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;unclassified (derived from Rhodobacteraceae);7;23;23;14;4;10
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;unclassified (derived from Rhodobacterales);unclassified (derived from Rhodobacterales);5;16;29;16;13;4
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;unclassified (derived from Rickettsiales);unclassified (derived from Rickettsiales);0;1;0;0;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified (derived from Ruminococcaceae);10;190;3;235;126;36
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Siphoviridae;unclassified (derived from Siphoviridae);237;1149;161;347;483;780
Bacteria;Thermotogae;Thermotogae (class);Thermotogales;unclassified (derived from Thermotogales);unclassified (derived from Thermotogales);0;2;0;3;4;6
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;unclassified (derived from Verrucomicrobia subdivision 3);1;11;13;7;9;2
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;unclassified (derived from Verrucomicrobiales);unclassified (derived from Verrucomicrobiales);2;9;3;4;3;2
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;unclassified (derived from Vibrionaceae);2;11;3;7;9;1
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;unclassified (derived from Vibrionales);unclassified (derived from Vibrionales);1;8;0;3;4;1
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);23;26;19;50;11;3
other sequences;unclassified (derived from other sequences);unclassified (derived from other sequences);unclassified (derived from other sequences);unclassified (derived from other sequences);unclassified (derived from other sequences);4;58;9;12;18;17
